u,e,k,min,threshold,value,Topic Recall,Class Entropy,Cluster Entropy,Total Entropy,Mean_Newsworthiness,NumberOfEvents
1,2,3,1,10,4,0.3241,1.9017,0.7863,1.3440,0.1160,989
1,2,3,1,10,5,0.3212,1.9615,0.8085,1.3850,0.1037,989
1,2,3,1,10,10,0.3097,1.9323,0.7690,1.3507,0.1233,978
1,2,3,1,15,1,0.3000,1.9072,0.7233,1.3153,0.1088,948
1,2,3,1,15,2,0.3000,1.9085,0.7427,1.3256,0.1243,951
1,2,3,1,15,3,0.3000,1.9788,0.8042,1.3915,0.1000,953
1,2,3,1,15,4,0.3000,1.9131,0.7296,1.3214,0.1000,954
1,2,3,1,15,5,0.3000,1.8653,0.6812,1.2732,0.1244,955
1,2,3,1,15,10,0.3000,1.8599,0.6858,1.2728,0.1131,945
1,2,3,2,3,1,0.3292,1.9355,0.7845,1.3600,0.1195,993
1,2,3,2,3,2,0.3217,2.0523,0.8733,1.4628,0.1307,996
1,2,3,2,3,3,0.3296,1.8808,0.6969,1.2888,0.1202,998
1,2,3,2,3,4,0.3260,1.9888,0.7761,1.3825,0.1000,1000
1,2,3,2,3,5,0.3156,1.9029,0.7012,1.3020,0.1221,1000
1,2,3,2,3,10,0.3119,1.9194,0.7344,1.3269,0.1191,989
1,2,3,2,4,1,0.3121,1.8658,0.6916,1.2787,0.1267,996
1,2,3,2,4,2,0.3256,1.9289,0.8023,1.3656,0.1000,999
1,2,3,2,4,3,0.3220,1.9384,0.7495,1.3440,0.1214,1001
1,2,3,2,4,4,0.3324,1.8657,0.6941,1.2799,0.1223,1003
1,2,3,2,4,5,0.3095,1.9416,0.8093,1.3754,0.1210,1003
1,2,3,2,4,10,0.3103,2.0693,0.8515,1.4604,0.1000,992
1,2,3,2,5,1,0.3225,2.0123,0.8449,1.4286,0.1292,997
1,2,3,2,5,2,0.3194,1.9650,0.7975,1.3813,0.1040,1001
1,2,3,2,5,3,0.3201,1.8621,0.6841,1.2731,0.1298,1003
1,2,3,2,5,4,0.3330,1.8385,0.6858,1.2621,0.1181,1004
1,2,3,2,5,5,0.3211,1.8793,0.6841,1.2817,0.1146,1005
1,2,3,2,5,10,0.3125,1.8806,0.7267,1.3036,0.1306,993
1,2,3,2,6,1,0.3161,1.9202,0.7693,1.3448,0.1058,998
1,2,3,2,6,2,0.3177,1.8905,0.7549,1.3227,0.1098,1001
1,2,3,2,6,3,0.3318,1.9622,0.8006,1.3814,0.1000,1004
1,2,3,2,6,4,0.3154,1.9794,0.8279,1.4037,0.1103,1005
1,2,3,2,6,5,0.3189,1.8444,0.6767,1.2605,0.1000,1005
1,2,3,2,6,10,0.3156,1.9156,0.7447,1.3301,0.1149,994
1,2,3,2,7,1,0.3158,1.8984,0.7610,1.3297,0.1000,997
1,2,3,2,7,2,0.3169,2.0157,0.8754,1.4455,0.1000,1001
1,2,3,2,7,3,0.3218,1.8615,0.7045,1.2830,0.1000,1003
1,2,3,2,7,4,0.3159,1.9209,0.7862,1.3535,0.1197,1004
1,2,3,2,7,5,0.3277,1.8418,0.7055,1.2736,0.1000,1005
1,2,3,2,7,10,0.3213,1.8782,0.7460,1.3121,0.1065,993
1,2,3,2,10,1,0.3136,1.8964,0.7485,1.3225,0.1000,989
1,2,3,2,10,2,0.3128,1.9874,0.8466,1.4170,0.1258,992
1,2,3,2,10,3,0.3177,2.0247,0.8961,1.4604,0.1018,994
1,2,3,2,10,4,0.3215,1.9529,0.8336,1.3933,0.1300,996
1,2,3,2,10,5,0.3056,1.8944,0.7979,1.3461,0.1000,996
1,2,3,2,10,10,0.3141,1.8617,0.7001,1.2809,0.1000,985
1,2,3,2,15,1,0.3000,2.0411,0.8566,1.4489,0.1215,955
1,2,3,2,15,2,0.3000,1.9011,0.7462,1.3237,0.1001,958
1,2,3,2,15,3,0.3000,1.8371,0.6762,1.2566,0.1238,960
1,2,3,2,15,4,0.3000,1.8710,0.7418,1.3064,0.1000,961
1,2,3,2,15,5,0.3000,1.9051,0.7705,1.3378,0.1022,961
1,2,3,2,15,10,0.3000,1.8621,0.6772,1.2697,0.1000,951
1,2,3,3,3,1,0.3264,1.9833,0.8234,1.4033,0.1184,998
1,2,3,3,3,2,0.3242,1.9963,0.7986,1.3974,0.1000,1002
1,2,3,3,3,3,0.3226,1.9430,0.8121,1.3775,0.1000,1004
1,2,3,3,3,4,0.3181,2.0196,0.8758,1.4477,0.1247,1005
1,2,3,3,3,5,0.3239,1.9808,0.8203,1.4005,0.1153,1006
1,2,3,3,3,10,0.3123,1.8983,0.7441,1.3212,0.1000,994
1,2,3,3,4,1,0.3189,1.8804,0.6772,1.2788,0.1206,1001
1,2,3,3,4,2,0.3190,2.0342,0.8690,1.4516,0.1000,1005
1,2,3,3,4,3,0.3242,1.9401,0.8090,1.3745,0.1262,1007
1,2,3,3,4,4,0.3188,1.8477,0.7082,1.2779,0.1130,1008
1,2,3,3,4,5,0.3180,1.8290,0.7009,1.2650,0.1268,1009
1,2,3,3,4,10,0.3209,2.0030,0.8312,1.4171,0.1035,997
1,2,3,3,5,1,0.3191,1.9186,0.7878,1.3532,0.1000,1003
1,2,3,3,5,2,0.3242,1.8165,0.7011,1.2588,0.1146,1006
1,2,3,3,5,3,0.3123,2.0036,0.8970,1.4503,0.1000,1009
1,2,3,3,5,4,0.3354,1.8603,0.7455,1.3029,0.1000,1010
1,2,3,3,5,5,0.3223,1.8443,0.7118,1.2780,0.1106,1011
1,2,3,3,5,10,0.3157,1.9130,0.7814,1.3472,0.1000,999
1,2,3,3,6,1,0.3184,1.8836,0.7428,1.3132,0.1000,1004
1,2,3,3,6,2,0.3211,1.9447,0.8037,1.3742,0.1318,1007
1,2,3,3,6,3,0.3268,1.9335,0.7909,1.3622,0.1000,1009
1,2,3,3,6,4,0.3227,1.9493,0.8232,1.3862,0.1157,1011
1,2,3,3,6,5,0.3161,1.9985,0.8357,1.4171,0.1000,1011
1,2,3,3,6,10,0.3246,2.0233,0.8604,1.4418,0.1012,1000
1,2,3,3,7,1,0.3234,1.9788,0.8653,1.4221,0.1297,1003
1,2,3,3,7,2,0.3295,1.9852,0.8637,1.4245,0.1265,1006
1,2,3,3,7,3,0.3369,2.0262,0.9097,1.4679,0.1065,1009
1,2,3,3,7,4,0.3264,2.0100,0.8687,1.4394,0.1000,1010
1,2,3,3,7,5,0.3292,1.9888,0.8817,1.4352,0.1057,1011
1,2,3,3,7,10,0.3196,2.0201,0.8817,1.4509,0.1000,999
1,2,3,3,10,1,0.3186,1.9019,0.7808,1.3414,0.1019,995
1,2,3,3,10,2,0.3134,1.9551,0.8276,1.3913,0.1224,998
1,2,3,3,10,3,0.3203,1.9899,0.8735,1.4317,0.1035,1000
1,2,3,3,10,4,0.3224,1.9804,0.8741,1.4273,0.1000,1001
1,2,3,3,10,5,0.3136,1.9625,0.8725,1.4175,0.1070,1002
1,2,3,3,10,10,0.3134,1.9676,0.8196,1.3936,0.1064,990
1,2,3,3,15,1,0.3000,1.9321,0.7603,1.3462,0.1000,960
1,2,3,3,15,2,0.3000,2.0066,0.8918,1.4492,0.1000,963
1,2,3,3,15,3,0.3030,1.9234,0.7924,1.3579,0.1078,965
1,2,3,3,15,4,0.3000,2.0318,0.9077,1.4697,0.1083,966
1,2,3,3,15,5,0.3000,2.0020,0.8403,1.4211,0.1059,966
1,2,3,3,15,10,0.3003,1.9633,0.8012,1.3822,0.1000,956
1,2,4,1,3,1,0.3266,1.8757,0.7303,1.3030,0.1087,1010
1,2,4,1,3,2,0.3329,1.9460,0.7974,1.3717,0.1266,1013
1,2,4,1,3,3,0.3239,1.8707,0.6969,1.2838,0.1000,1015
1,2,4,1,3,4,0.3246,1.8769,0.7569,1.3169,0.1000,1017
1,2,4,1,3,5,0.3333,1.8974,0.7293,1.3134,0.1332,1017
1,2,4,1,3,10,0.3258,1.9982,0.8271,1.4127,0.1000,1005
1,2,4,1,4,1,0.3366,2.0011,0.8734,1.4372,0.1385,1012
1,2,4,1,4,2,0.3280,2.0151,0.8472,1.4312,0.1000,1016
1,2,4,1,4,3,0.3295,1.8431,0.7425,1.2928,0.1320,1018
1,2,4,1,4,4,0.3303,1.9942,0.8747,1.4345,0.1017,1020
1,2,4,1,4,5,0.3464,1.9989,0.8660,1.4324,0.1202,1020
1,2,4,1,4,10,0.3242,2.0071,0.8554,1.4313,0.1073,1008
1,2,4,1,5,1,0.3243,1.8765,0.7267,1.3016,0.1249,1014
1,2,4,1,5,2,0.3335,2.0242,0.8596,1.4419,0.1000,1018
1,2,4,1,5,3,0.3428,2.0091,0.8933,1.4512,0.1276,1020
1,2,4,1,5,4,0.3242,1.9609,0.8613,1.4111,0.1000,1022
1,2,4,1,5,5,0.3331,1.9229,0.7962,1.3596,0.1020,1022
1,2,4,1,5,10,0.3315,1.9607,0.8180,1.3893,0.1105,1010
1,2,4,1,6,1,0.3350,1.8749,0.7710,1.3229,0.1000,1015
1,2,4,1,6,2,0.3333,1.9075,0.7987,1.3531,0.1133,1018
1,2,4,1,6,3,0.3332,1.9081,0.7915,1.3498,0.1148,1021
1,2,4,1,6,4,0.3295,1.8690,0.7779,1.3235,0.1000,1022
1,2,4,1,6,5,0.3245,1.9049,0.7640,1.3345,0.1060,1023
1,2,4,1,6,10,0.3387,1.8481,0.6889,1.2685,0.1314,1011
1,2,4,1,7,1,0.3324,1.8518,0.7186,1.2852,0.1125,1014
1,2,4,1,7,2,0.3303,1.8380,0.7291,1.2835,0.1000,1018
1,2,4,1,7,3,0.3373,1.9598,0.8213,1.3905,0.1199,1020
1,2,4,1,7,4,0.3377,2.0040,0.9251,1.4646,0.1327,1022
1,2,4,1,7,5,0.3359,1.9651,0.8504,1.4077,0.1099,1022
1,2,4,1,7,10,0.3215,1.9677,0.8167,1.3922,0.1174,1010
1,2,4,1,10,1,0.3203,1.9904,0.8902,1.4403,0.1092,1005
1,2,4,1,10,2,0.3196,1.9174,0.7977,1.3575,0.1235,1009
1,2,4,1,10,3,0.3212,1.8758,0.7936,1.3347,0.1000,1011
1,2,4,1,10,4,0.3271,1.9945,0.8770,1.4358,0.1133,1012
1,2,4,1,10,5,0.3341,2.0018,0.8685,1.4352,0.1036,1013
1,2,4,1,10,10,0.3197,2.0128,0.9067,1.4597,0.1339,1001
1,2,4,1,15,1,0.3034,2.0209,0.8890,1.4550,0.1202,970
1,2,4,1,15,2,0.3000,1.9682,0.8237,1.3959,0.1000,972
1,2,4,1,15,3,0.3001,2.0329,0.8791,1.4560,0.1055,975
1,2,4,1,15,4,0.3000,1.9432,0.8113,1.3772,0.1171,976
1,2,4,1,15,5,0.3123,1.9443,0.8281,1.3862,0.1057,976
1,2,4,1,15,10,0.3000,2.0412,0.8927,1.4669,0.1000,966
1,2,4,2,3,1,0.3327,1.9824,0.8094,1.3959,0.1210,1017
1,2,4,2,3,2,0.3270,1.9725,0.8368,1.4047,0.1009,1020
1,2,4,2,3,3,0.3327,1.8716,0.7368,1.3042,0.1000,1023
1,2,4,2,3,4,0.3308,1.8291,0.6884,1.2587,0.1000,1024
1,2,4,2,3,5,0.3280,1.9742,0.8148,1.3945,0.1000,1025
1,2,4,2,3,10,0.3296,1.9314,0.7829,1.3572,0.1180,1013
1,2,4,2,4,1,0.3322,1.8995,0.7781,1.3388,0.1328,1020
1,2,4,2,4,2,0.3465,1.8359,0.7120,1.2740,0.1000,1023
1,2,4,2,4,3,0.3216,1.9111,0.7800,1.3456,0.1097,1026
1,2,4,2,4,4,0.3506,1.9753,0.8579,1.4166,0.1052,1027
1,2,4,2,4,5,0.3299,1.8426,0.6927,1.2677,0.1000,1028
1,2,4,2,4,10,0.3409,2.0001,0.8569,1.4285,0.1000,1016
1,2,4,2,5,1,0.3263,1.9909,0.8513,1.4211,0.1314,1022
1,2,4,2,5,2,0.3426,1.9948,0.8741,1.4344,0.1000,1025
1,2,4,2,5,3,0.3333,1.9801,0.8543,1.4172,0.1184,1028
1,2,4,2,5,4,0.3348,1.9071,0.8039,1.3555,0.1407,1029
1,2,4,2,5,5,0.3521,2.0137,0.8911,1.4524,0.1053,1030
1,2,4,2,5,10,0.3177,1.8810,0.7269,1.3039,0.1000,1018
1,2,4,2,6,1,0.3433,1.9389,0.8396,1.3892,0.1195,1023
1,2,4,2,6,2,0.3355,1.9532,0.8767,1.4149,0.1301,1026
1,2,4,2,6,3,0.3432,1.8291,0.7177,1.2734,0.1360,1028
1,2,4,2,6,4,0.3246,1.8926,0.8003,1.3464,0.1250,1030
1,2,4,2,6,5,0.3519,1.8235,0.7368,1.2802,0.1355,1030
1,2,4,2,6,10,0.3234,1.8532,0.7653,1.3093,0.1000,1018
1,2,4,2,7,1,0.3320,1.8611,0.7684,1.3148,0.1355,1022
1,2,4,2,7,2,0.3396,1.9311,0.8355,1.3833,0.1134,1025
1,2,4,2,7,3,0.3408,1.9768,0.8736,1.4252,0.1118,1028
1,2,4,2,7,4,0.3414,1.9126,0.8112,1.3619,0.1133,1029
1,2,4,2,7,5,0.3309,1.9660,0.8644,1.4152,0.1120,1030
1,2,4,2,7,10,0.3404,1.9591,0.8664,1.4127,0.1144,1018
1,2,4,2,10,1,0.3131,1.9886,0.9056,1.4471,0.1009,1013
1,2,4,2,10,2,0.3255,1.8299,0.7680,1.2989,0.1131,1016
1,2,4,2,10,3,0.3226,1.9845,0.9171,1.4508,0.1126,1019
1,2,4,2,10,4,0.3412,1.8730,0.8016,1.3373,0.1000,1020
1,2,4,2,10,5,0.3304,1.8709,0.7825,1.3267,0.1030,1021
1,2,4,2,10,10,0.3217,1.9338,0.8103,1.3721,0.1254,1009
1,2,4,2,15,1,0.3059,2.0222,0.8892,1.4557,0.1075,976
1,2,4,2,15,2,0.3153,1.9132,0.8067,1.3599,0.1089,979
1,2,4,2,15,3,0.3067,1.9073,0.7941,1.3507,0.1000,981
1,2,4,2,15,4,0.3124,1.8345,0.7758,1.3051,0.1000,983
1,2,4,2,15,5,0.3196,1.8532,0.7227,1.2879,0.1331,983
1,2,4,2,15,10,0.3000,1.9181,0.7896,1.3538,0.1000,972
1,2,4,3,3,1,0.3324,1.9755,0.8746,1.4250,0.1092,1023
1,2,4,3,3,2,0.3385,1.9479,0.7886,1.3682,0.1000,1026
1,2,4,3,3,3,0.3396,1.9810,0.8857,1.4333,0.1263,1029
1,2,4,3,3,4,0.3360,1.9911,0.8745,1.4328,0.1033,1030
1,2,4,3,3,5,0.3510,2.0124,0.8854,1.4489,0.1417,1031
1,2,4,3,3,10,0.3316,2.0406,0.8913,1.4659,0.1246,1019
1,2,4,3,4,1,0.3462,1.9798,0.8427,1.4112,0.1154,1026
1,2,4,3,4,2,0.3365,1.8860,0.7524,1.3192,0.1249,1030
1,2,4,3,4,3,0.3388,1.8374,0.7457,1.2916,0.1213,1032
1,2,4,3,4,4,0.3446,1.9725,0.8546,1.4135,0.1000,1034
1,2,4,3,4,5,0.3353,1.9482,0.8141,1.3812,0.1029,1034
1,2,4,3,4,10,0.3413,1.9526,0.8219,1.3872,0.1025,1022
1,2,4,3,5,1,0.3338,1.9187,0.8547,1.3867,0.1000,1028
1,2,4,3,5,2,0.3452,1.8581,0.7696,1.3138,0.1292,1031
1,2,4,3,5,3,0.3386,1.7853,0.7121,1.2487,0.1000,1034
1,2,4,3,5,4,0.3405,1.9448,0.8766,1.4107,0.1366,1036
1,2,4,3,5,5,0.3431,1.8719,0.8049,1.3384,0.1110,1036
1,2,4,3,5,10,0.3312,1.8349,0.7532,1.2941,0.1028,1023
1,2,4,3,6,1,0.3433,1.9646,0.8987,1.4317,0.1022,1029
1,2,4,3,6,2,0.3315,1.8402,0.7571,1.2987,0.1290,1032
1,2,4,3,6,3,0.3414,1.8331,0.7265,1.2798,0.1000,1035
1,2,4,3,6,4,0.3371,1.9666,0.8752,1.4209,0.1035,1036
1,2,4,3,6,5,0.3372,1.9475,0.9020,1.4248,0.1142,1037
1,2,4,3,6,10,0.3323,1.8261,0.7040,1.2651,0.1000,1024
1,2,4,3,7,1,0.3499,1.8207,0.7473,1.2840,0.1158,1028
1,2,4,3,7,2,0.3403,1.8755,0.8162,1.3459,0.1438,1031
1,2,4,3,7,3,0.3498,1.9724,0.8892,1.4308,0.1111,1034
1,2,4,3,7,4,0.3424,1.9740,0.8949,1.4344,0.1384,1036
1,2,4,3,7,5,0.3438,1.8821,0.7856,1.3339,0.1307,1036
1,2,4,3,7,10,0.3259,1.8723,0.7822,1.3273,0.1140,1023
1,2,4,3,10,1,0.3249,1.9341,0.8406,1.3873,0.1332,1019
1,2,4,3,10,2,0.3386,1.8978,0.8167,1.3572,0.1079,1022
1,2,4,3,10,3,0.3423,1.9751,0.9051,1.4401,0.1370,1025
1,2,4,3,10,4,0.3375,1.8922,0.8273,1.3597,0.1188,1026
1,2,4,3,10,5,0.3376,1.7922,0.7490,1.2706,0.1218,1027
1,2,4,3,10,10,0.3376,1.9228,0.8202,1.3715,0.1000,1014
1,2,4,3,15,1,0.3000,2.0269,0.8888,1.4579,0.1000,981
1,2,4,3,15,2,0.3071,1.8904,0.7816,1.3360,0.1009,985
1,2,4,3,15,3,0.3135,1.9448,0.8426,1.3937,0.1000,987
1,2,4,3,15,4,0.3214,1.8731,0.7811,1.3271,0.1000,988
1,2,4,3,15,5,0.3169,1.9534,0.8936,1.4235,0.1226,988
1,2,4,3,15,10,0.3004,1.9866,0.9015,1.4440,0.1000,978
1,2,4,4,3,1,0.3265,1.9863,0.8641,1.4252,0.1000,1027
1,2,4,4,3,2,0.3471,1.9342,0.8285,1.3814,0.1458,1031
1,2,4,4,3,3,0.3376,1.8477,0.7641,1.3059,0.1341,1033
1,2,4,4,3,4,0.3489,1.8823,0.7999,1.3411,0.1118,1035
1,2,4,4,3,5,0.3434,2.0080,0.8696,1.4388,0.1000,1035
1,2,4,4,3,10,0.3297,1.9200,0.7574,1.3387,0.1000,1023
1,2,4,4,4,1,0.3532,1.8009,0.7080,1.2544,0.1412,1030
1,2,4,4,4,2,0.3398,1.8445,0.7144,1.2795,0.1000,1034
1,2,4,4,4,3,0.3517,1.9622,0.8591,1.4107,0.1333,1037
1,2,4,4,4,4,0.3313,1.9440,0.8211,1.3825,0.1130,1038
1,2,4,4,4,5,0.3438,1.9595,0.8952,1.4274,0.1298,1039
1,2,4,4,4,10,0.3392,1.9042,0.8013,1.3527,0.1143,1026
1,2,4,4,5,1,0.3468,1.8042,0.7493,1.2767,0.1010,1032
1,2,4,4,5,2,0.3348,1.8155,0.7265,1.2710,0.1110,1036
1,2,4,4,5,3,0.3341,1.9323,0.8334,1.3828,0.1401,1038
1,2,4,4,5,4,0.3441,1.8227,0.7256,1.2741,0.1262,1040
1,2,4,4,5,5,0.3405,1.8517,0.7925,1.3221,0.1120,1041
1,2,4,4,5,10,0.3419,1.8609,0.7987,1.3298,0.1350,1028
1,2,4,4,6,1,0.3281,1.9455,0.8543,1.3999,0.1153,1033
1,2,4,4,6,2,0.3522,1.9229,0.8552,1.3890,0.1286,1037
1,2,4,4,6,3,0.3460,1.9181,0.8861,1.4021,0.1027,1039
1,2,4,4,6,4,0.3563,1.8738,0.8232,1.3485,0.1458,1041
1,2,4,4,6,5,0.3349,1.9617,0.9336,1.4477,0.1073,1041
1,2,4,4,6,10,0.3313,1.8612,0.8109,1.3361,0.1153,1028
1,2,4,4,7,1,0.3346,1.8300,0.7869,1.3084,0.1350,1032
1,2,4,4,7,2,0.3520,1.9086,0.8541,1.3814,0.1082,1036
1,2,4,4,7,3,0.3527,1.8613,0.8358,1.3485,0.1453,1038
1,2,4,4,7,4,0.3440,1.8153,0.7656,1.2904,0.1239,1040
1,2,4,4,7,5,0.3560,1.9368,0.8905,1.4136,0.1235,1041
1,2,4,4,7,10,0.3304,1.8672,0.7938,1.3305,0.1232,1028
1,2,4,4,10,1,0.3388,1.8994,0.8607,1.3800,0.1213,1023
1,2,4,4,10,2,0.3339,1.8111,0.7673,1.2892,0.1075,1026
1,2,4,4,10,3,0.3415,1.9878,0.9318,1.4598,0.1229,1029
1,2,4,4,10,4,0.3298,1.9622,0.9018,1.4320,0.1203,1030
1,2,4,4,10,5,0.3452,1.9814,0.9012,1.4413,0.1344,1031
1,2,4,4,10,10,0.3253,1.8415,0.7802,1.3109,0.1224,1019
1,2,4,4,15,1,0.3188,1.7948,0.7187,1.2568,0.1053,985
1,2,4,4,15,2,0.3011,1.9310,0.8749,1.4029,0.1000,988
1,2,4,4,15,3,0.3223,1.9865,0.8999,1.4432,0.1011,991
1,2,4,4,15,4,0.3123,1.8697,0.8384,1.3541,0.1208,992
1,2,4,4,15,5,0.3127,1.8164,0.7677,1.2920,0.1000,992
1,2,4,4,15,10,0.3145,1.8294,0.7409,1.2852,0.1216,981
1,2,5,1,3,1,0.3256,1.9418,0.7984,1.3701,0.1273,1033
1,2,5,1,3,2,0.3425,1.9343,0.8562,1.3953,0.1320,1036
1,2,5,1,3,3,0.3411,2.0319,0.8986,1.4653,0.1260,1039
1,2,5,1,3,4,0.3553,2.0164,0.8986,1.4575,0.1145,1040
1,2,5,1,3,5,0.3419,1.8347,0.6873,1.2610,0.1431,1041
1,2,5,1,3,10,0.3509,1.9343,0.7968,1.3655,0.1030,1028
1,2,5,1,4,1,0.3432,1.9722,0.8412,1.4067,0.1062,1036
1,2,5,1,4,2,0.3531,1.8493,0.7558,1.3025,0.1475,1039
1,2,5,1,4,3,0.3413,1.8881,0.7714,1.3298,0.1185,1042
1,2,5,1,4,4,0.3371,1.9076,0.7987,1.3532,0.1061,1044
1,2,5,1,4,5,0.3494,1.9858,0.8829,1.4343,0.1013,1044
1,2,5,1,4,10,0.3376,1.9178,0.8089,1.3634,0.1345,1031
1,2,5,1,5,1,0.3474,1.9089,0.7833,1.3461,0.1223,1038
1,2,5,1,5,2,0.3431,1.9672,0.8572,1.4122,0.1347,1041
1,2,5,1,5,3,0.3607,1.8639,0.7820,1.3229,0.1290,1044
1,2,5,1,5,4,0.3504,1.9575,0.8853,1.4214,0.1405,1045
1,2,5,1,5,5,0.3492,1.9706,0.8699,1.4203,0.1043,1046
1,2,5,1,5,10,0.3442,1.8827,0.7895,1.3361,0.1000,1033
1,2,5,1,6,1,0.3429,1.9664,0.8621,1.4143,0.1431,1038
1,2,5,1,6,2,0.3479,1.9188,0.7952,1.3570,0.1355,1042
1,2,5,1,6,3,0.3501,1.9207,0.8340,1.3774,0.1139,1045
1,2,5,1,6,4,0.3462,1.9465,0.8610,1.4038,0.1436,1046
1,2,5,1,6,5,0.3370,1.8216,0.7240,1.2728,0.1097,1047
1,2,5,1,6,10,0.3485,1.9429,0.8556,1.3992,0.1134,1034
1,2,5,1,7,1,0.3482,1.9244,0.8404,1.3824,0.1000,1038
1,2,5,1,7,2,0.3558,1.8576,0.7832,1.3204,0.1311,1041
1,2,5,1,7,3,0.3352,1.8074,0.7716,1.2895,0.1000,1044
1,2,5,1,7,4,0.3442,1.8949,0.8142,1.3545,0.1076,1045
1,2,5,1,7,5,0.3341,1.8713,0.8007,1.3360,0.1129,1046
1,2,5,1,7,10,0.3544,1.8920,0.8269,1.3594,0.1131,1033
1,2,5,1,10,1,0.3260,1.8056,0.7489,1.2772,0.1140,1028
1,2,5,1,10,2,0.3361,1.8167,0.7883,1.3025,0.1000,1032
1,2,5,1,10,3,0.3380,1.9888,0.9350,1.4619,0.1023,1034
1,2,5,1,10,4,0.3428,1.9693,0.9066,1.4379,0.1361,1036
1,2,5,1,10,5,0.3380,2.0057,0.9451,1.4754,0.1188,1036
1,2,5,1,10,10,0.3336,1.8993,0.7893,1.3443,0.1077,1024
1,2,5,1,15,1,0.3237,1.9124,0.8054,1.3589,0.1328,990
1,2,5,1,15,2,0.3129,1.8815,0.7851,1.3333,0.1006,993
1,2,5,1,15,3,0.3130,1.9912,0.8696,1.4304,0.1275,995
1,2,5,1,15,4,0.3108,1.8251,0.7001,1.2626,0.1163,997
1,2,5,1,15,5,0.3211,1.8771,0.7865,1.3318,0.1238,997
1,2,5,1,15,10,0.3052,1.8164,0.7326,1.2745,0.1000,986
1,2,5,2,3,1,0.3443,1.9966,0.9148,1.4557,0.1000,1041
1,2,5,2,3,2,0.3475,1.9233,0.8104,1.3668,0.1135,1044
1,2,5,2,3,3,0.3592,1.8519,0.7908,1.3213,0.1050,1047
1,2,5,2,3,4,0.3463,1.8759,0.7839,1.3299,0.1019,1049
1,2,5,2,3,5,0.3557,1.9243,0.8572,1.3908,0.1450,1049
1,2,5,2,3,10,0.3408,2.0276,0.9196,1.4736,0.1227,1036
1,2,5,2,4,1,0.3346,1.8558,0.7621,1.3090,0.1131,1044
1,2,5,2,4,2,0.3511,1.9567,0.8810,1.4189,0.1108,1048
1,2,5,2,4,3,0.3469,1.8865,0.8183,1.3524,0.1000,1050
1,2,5,2,4,4,0.3682,1.8590,0.7705,1.3147,0.1174,1052
1,2,5,2,4,5,0.3470,1.9316,0.8318,1.3817,0.1396,1052
1,2,5,2,4,10,0.3567,1.9187,0.8166,1.3677,0.1428,1039
1,2,5,2,5,1,0.3442,1.8476,0.8047,1.3262,0.1223,1046
