u,e,k,min,threshold,value,Topic Recall,Class Entropy,Cluster Entropy,Total Entropy,Mean_Newsworthiness,NumberOfEvents
1,2,3,2,4,4,0.4453,1.0632,0.9834,1.0233,0.1871,1078
1,2,3,2,4,5,0.4168,0.9793,1.1802,1.0798,0.1785,1076
1,2,3,2,4,10,0.4098,1.2545,0.9647,1.1096,0.1444,1051
1,2,3,2,5,1,0.4360,1.1777,0.9593,1.0685,0.1927,1080
1,2,3,2,5,2,0.4363,0.9981,1.1266,1.0623,0.1693,1081
1,2,3,2,5,3,0.4325,1.2009,0.8680,1.0344,0.1923,1082
1,2,3,2,5,4,0.4467,1.0352,0.9986,1.0169,0.1836,1081
1,2,3,2,5,5,0.4316,1.2113,0.8690,1.0402,0.1761,1080
1,2,3,2,5,10,0.4116,1.0069,1.1296,1.0682,0.1836,1054
1,2,3,2,6,1,0.4337,0.8993,1.2157,1.0575,0.1709,1082
1,2,3,2,6,2,0.4328,0.9877,1.1100,1.0488,0.1736,1084
1,2,3,2,6,3,0.4487,1.2221,0.8603,1.0412,0.1603,1084
1,2,3,2,6,4,0.4274,1.1034,1.0476,1.0755,0.1717,1084
1,2,3,2,6,5,0.4333,1.0572,1.0130,1.0351,0.1535,1082
1,2,3,2,6,10,0.4139,1.2655,0.8695,1.0675,0.1678,1056
1,2,3,2,7,1,0.4359,1.0793,1.0094,1.0444,0.1497,1083
1,2,3,2,7,2,0.4321,0.9556,1.2124,1.0840,0.1625,1084
1,2,3,2,7,3,0.4397,1.0503,1.0149,1.0326,0.1647,1085
1,2,3,2,7,4,0.4296,0.9318,1.1965,1.0642,0.1823,1084
1,2,3,2,7,5,0.4416,0.8748,1.1881,1.0314,0.1635,1083
1,2,3,2,7,10,0.4223,0.9758,1.1405,1.0582,0.1620,1057
1,2,3,2,10,1,0.4312,1.2107,0.8822,1.0464,0.1607,1076
1,2,3,2,10,2,0.4314,1.1248,1.0216,1.0732,0.1910,1078
1,2,3,2,10,3,0.4327,1.2760,0.8782,1.0771,0.1655,1078
1,2,3,2,10,4,0.4387,1.0765,1.0397,1.0581,0.1958,1078
1,2,3,2,10,5,0.4171,0.9090,1.2395,1.0742,0.1425,1076
1,2,3,2,10,10,0.4179,1.1755,0.9321,1.0538,0.1415,1051
1,2,3,2,15,1,0.3967,1.1713,1.0738,1.1226,0.1712,1039
1,2,3,2,15,2,0.4103,1.2251,0.9137,1.0694,0.1579,1040
1,2,3,2,15,3,0.3959,1.0420,1.1106,1.0763,0.1731,1041
1,2,3,2,15,4,0.4086,1.0886,1.0492,1.0689,0.1491,1040
1,2,3,2,15,5,0.3988,1.0850,1.0939,1.0894,0.1532,1039
1,2,3,2,15,10,0.3798,1.0348,1.1639,1.0994,0.1271,1016
1,2,3,3,3,1,0.4437,1.1452,0.9578,1.0515,0.1851,1082
1,2,3,3,3,2,0.4394,1.1902,0.9286,1.0594,0.1583,1084
1,2,3,3,3,3,0.4392,0.9458,1.1627,1.0542,0.1607,1084
1,2,3,3,3,4,0.4301,1.1056,1.0548,1.0802,0.1866,1084
1,2,3,3,3,5,0.4382,1.1054,1.0157,1.0605,0.1796,1082
1,2,3,3,3,10,0.4105,1.0563,1.0866,1.0714,0.1456,1057
1,2,3,3,4,1,0.4403,1.1920,0.8664,1.0292,0.1886,1087
1,2,3,3,4,2,0.4353,1.1331,1.0222,1.0776,0.1619,1089
1,2,3,3,4,3,0.4433,1.0841,1.0073,1.0457,0.1937,1090
1,2,3,3,4,4,0.4335,0.9544,1.1224,1.0384,0.1767,1089
1,2,3,3,4,5,0.4332,0.8545,1.2200,1.0372,0.1907,1087
1,2,3,3,4,10,0.4228,1.1962,0.9661,1.0812,0.1594,1061
1,2,3,3,5,1,0.4395,0.9525,1.1459,1.0492,0.1646,1091
1,2,3,3,5,2,0.4453,0.8683,1.1703,1.0193,0.1834,1093
1,2,3,3,5,3,0.4300,0.9764,1.1898,1.0831,0.1569,1093
1,2,3,3,5,4,0.4550,1.0105,1.0198,1.0152,0.1616,1093
1,2,3,3,5,5,0.4362,1.0778,0.9859,1.0319,0.1745,1091
1,2,3,3,5,10,0.4213,1.0786,1.0511,1.0648,0.1496,1065
1,2,3,3,6,1,0.4382,1.0965,0.9802,1.0383,0.1537,1093
1,2,3,3,6,2,0.4448,0.9764,1.1249,1.0507,0.2018,1095
1,2,3,3,6,3,0.4454,1.1809,0.9015,1.0412,0.1611,1096
1,2,3,3,6,4,0.4433,1.0713,1.0320,1.0516,0.1839,1095
1,2,3,3,6,5,0.4326,1.2252,0.9196,1.0724,0.1633,1093
1,2,3,3,6,10,0.4298,1.1360,1.0293,1.0827,0.1598,1067
1,2,3,3,7,1,0.4468,1.0221,1.0896,1.0559,0.1999,1094
1,2,3,3,7,2,0.4511,0.9426,1.1686,1.0556,0.1966,1096
1,2,3,3,7,3,0.4598,1.1557,0.9428,1.0492,0.1788,1097
1,2,3,3,7,4,0.4447,1.1389,0.9902,1.0646,0.1616,1096
1,2,3,3,7,5,0.4497,1.0631,1.0477,1.0554,0.1751,1094
1,2,3,3,7,10,0.4232,1.0638,1.1220,1.0929,0.1559,1068
1,2,3,3,10,1,0.4443,1.1271,0.9465,1.0368,0.1727,1087
1,2,3,3,10,2,0.4338,1.0504,1.0826,1.0665,0.1889,1089
1,2,3,3,10,3,0.4439,0.9866,1.1452,1.0659,0.1733,1090
1,2,3,3,10,4,0.4413,1.1423,0.9820,1.0622,0.1531,1089
1,2,3,3,10,5,0.4334,0.9710,1.1742,1.0726,0.1731,1087
1,2,3,3,10,10,0.4192,1.1024,1.0656,1.0840,0.1637,1061
1,2,3,3,15,1,0.4055,1.2216,0.9473,1.0845,0.1332,1049
1,2,3,3,15,2,0.4119,0.9293,1.2833,1.1063,0.1384,1050
1,2,3,3,15,3,0.4160,1.0902,1.0605,1.0754,0.1678,1051
1,2,3,3,15,4,0.4093,1.2166,0.9984,1.1075,0.1656,1050
1,2,3,3,15,5,0.4095,1.2545,0.9424,1.0984,0.1632,1049
1,2,3,3,15,10,0.4029,0.9626,1.2435,1.1030,0.1305,1026
1,2,4,1,3,1,0.4289,0.9510,1.1475,1.0492,0.1658,1075
1,2,4,1,3,2,0.4384,0.9960,1.1144,1.0552,0.1867,1076
1,2,4,1,3,3,0.4246,1.2104,0.8815,1.0459,0.1491,1077
1,2,4,1,3,4,0.4271,0.8600,1.2524,1.0562,0.1562,1076
1,2,4,1,3,5,0.4319,1.1018,0.9947,1.0482,0.1889,1075
1,2,4,1,3,10,0.4145,0.9644,1.2293,1.0969,0.1381,1050
1,2,4,1,4,1,0.4429,1.0355,1.0918,1.0637,0.1997,1080
1,2,4,1,4,2,0.4329,1.1041,1.0517,1.0779,0.1489,1082
1,2,4,1,4,3,0.4350,0.9152,1.1601,1.0376,0.1915,1082
1,2,4,1,4,4,0.4319,1.1057,1.0437,1.0747,0.1589,1082
1,2,4,1,4,5,0.4496,0.8831,1.2404,1.0618,0.1809,1080
1,2,4,1,4,10,0.4123,0.9113,1.2989,1.1051,0.1552,1055
1,2,4,1,5,1,0.4344,1.0968,0.9855,1.0411,0.1866,1083
1,2,4,1,5,2,0.4386,1.1809,0.9640,1.0725,0.1511,1085
1,2,4,1,5,3,0.4507,0.9751,1.1471,1.0611,0.1909,1086
1,2,4,1,5,4,0.4275,0.9338,1.2228,1.0783,0.1448,1085
1,2,4,1,5,5,0.4372,0.9820,1.1290,1.0555,0.1613,1083
1,2,4,1,5,10,0.4223,0.8963,1.2703,1.0833,0.1611,1058
1,2,4,1,6,1,0.4443,0.8800,1.1943,1.0372,0.1600,1086
1,2,4,1,6,2,0.4424,0.8837,1.2135,1.0486,0.1758,1087
1,2,4,1,6,3,0.4396,1.0997,0.9917,1.0457,0.1755,1088
1,2,4,1,6,4,0.4370,1.0402,1.0418,1.0410,0.1551,1087
1,2,4,1,6,5,0.4271,1.1164,1.0032,1.0598,0.1629,1086
1,2,4,1,6,10,0.4330,1.0784,0.9953,1.0368,0.1852,1060
1,2,4,1,7,1,0.4405,0.9721,1.0957,1.0339,0.1741,1086
1,2,4,1,7,2,0.4419,1.1178,0.9314,1.0246,0.1531,1088
1,2,4,1,7,3,0.4438,1.1292,0.9790,1.0541,0.1813,1089
1,2,4,1,7,4,0.4463,1.0087,1.1246,1.0666,0.1956,1088
1,2,4,1,7,5,0.4401,1.1400,0.9802,1.0601,0.1696,1086
1,2,4,1,7,10,0.4155,1.0686,1.1107,1.0897,0.1686,1061
1,2,4,1,10,1,0.4310,1.1201,1.0348,1.0774,0.1706,1080
1,2,4,1,10,2,0.4292,1.2461,0.8688,1.0575,0.1841,1082
1,2,4,1,10,3,0.4311,0.8788,1.2349,1.0568,0.1461,1082
1,2,4,1,10,4,0.4334,1.2214,0.9270,1.0742,0.1730,1082
1,2,4,1,10,5,0.4418,1.1922,0.9419,1.0670,0.1653,1080
1,2,4,1,10,10,0.4122,1.0719,1.1407,1.1063,0.1839,1055
1,2,4,1,15,1,0.4100,1.0664,1.1501,1.1082,0.1764,1042
1,2,4,1,15,2,0.3933,1.1566,1.0675,1.1120,0.1322,1044
1,2,4,1,15,3,0.4049,1.1619,1.0691,1.1155,0.1601,1044
1,2,4,1,15,4,0.4002,1.2527,0.9381,1.0954,0.1688,1044
1,2,4,1,15,5,0.4138,1.0075,1.1682,1.0879,0.1601,1042
1,2,4,1,15,10,0.3802,1.3245,0.9532,1.1388,0.1383,1019
1,2,4,2,3,1,0.4426,1.2078,0.9007,1.0543,0.1839,1088
1,2,4,2,3,2,0.4363,1.0586,1.0713,1.0649,0.1625,1090
1,2,4,2,3,3,0.4397,0.9092,1.1713,1.0402,0.1546,1090
1,2,4,2,3,4,0.4386,0.9860,1.0709,1.0285,0.1506,1090
1,2,4,2,3,5,0.4311,1.1275,1.0135,1.0705,0.1563,1088
1,2,4,2,3,10,0.4242,1.1517,0.9771,1.0644,0.1706,1062
1,2,4,2,4,1,0.4418,0.8647,1.2287,1.0467,0.1955,1093
1,2,4,2,4,2,0.4597,0.8763,1.1415,1.0089,0.1658,1095
1,2,4,2,4,3,0.4296,1.1833,0.9276,1.0554,0.1696,1096
1,2,4,2,4,4,0.4608,0.9829,1.0991,1.0410,0.1713,1095
1,2,4,2,4,5,0.4355,1.2084,0.8526,1.0305,0.1593,1093
1,2,4,2,4,10,0.4363,1.2278,0.9064,1.0671,0.1501,1067
1,2,4,2,5,1,0.4396,1.0424,1.0951,1.0687,0.1955,1097
1,2,4,2,5,2,0.4552,1.1245,0.9734,1.0489,0.1622,1099
1,2,4,2,5,3,0.4459,1.2469,0.8594,1.0532,0.1831,1100
1,2,4,2,5,4,0.4438,0.9961,1.0945,1.0453,0.2033,1099
1,2,4,2,5,5,0.4623,1.1213,0.9712,1.0463,0.1716,1097
1,2,4,2,5,10,0.4121,1.0938,1.0476,1.0707,0.1441,1071
1,2,4,2,6,1,0.4605,0.8793,1.1932,1.0363,0.1891,1099
1,2,4,2,6,2,0.4475,1.0029,1.1027,1.0528,0.1948,1101
1,2,4,2,6,3,0.4584,1.1279,0.8801,1.0040,0.2042,1102
1,2,4,2,6,4,0.4345,0.8831,1.2323,1.0577,0.1866,1101
1,2,4,2,6,5,0.4632,0.8712,1.1398,1.0055,0.2025,1099
1,2,4,2,6,10,0.4200,0.9313,1.1903,1.0608,0.1405,1073
1,2,4,2,7,1,0.4484,0.9617,1.0971,1.0294,0.2026,1100
1,2,4,2,7,2,0.4550,0.8511,1.2367,1.0439,0.1811,1102
1,2,4,2,7,3,0.4542,1.1354,0.9609,1.0481,0.1784,1103
1,2,4,2,7,4,0.4553,1.1950,0.8622,1.0286,0.1803,1102
1,2,4,2,7,5,0.4401,1.2558,0.8623,1.0591,0.1742,1100
1,2,4,2,7,10,0.4404,1.1053,1.0129,1.0591,0.1721,1073
1,2,4,2,10,1,0.4273,1.1838,0.9799,1.0819,0.1633,1093
1,2,4,2,10,2,0.4435,0.9750,1.0830,1.0290,0.1801,1095
1,2,4,2,10,3,0.4351,1.0816,1.0709,1.0762,0.1755,1096
1,2,4,2,10,4,0.4563,1.0823,0.9619,1.0221,0.1656,1095
1,2,4,2,10,5,0.4404,1.2187,0.8547,1.0367,0.1656,1093
1,2,4,2,10,10,0.4217,1.1740,0.9738,1.0739,0.1803,1067
1,2,4,2,15,1,0.4149,1.1981,1.0041,1.1011,0.1656,1054
1,2,4,2,15,2,0.4241,1.1429,0.9867,1.0648,0.1683,1056
1,2,4,2,15,3,0.4153,0.9787,1.1803,1.0795,0.1566,1056
1,2,4,2,15,4,0.4180,0.8757,1.2468,1.0613,0.1394,1056
1,2,4,2,15,5,0.4263,1.1318,0.9645,1.0482,0.1919,1054
1,2,4,2,15,10,0.3862,1.1528,1.0638,1.1083,0.1326,1031
1,2,4,3,3,1,0.4495,0.9502,1.1585,1.0544,0.1768,1100
1,2,4,3,3,2,0.4504,1.1924,0.8863,1.0393,0.1637,1102
1,2,4,3,3,3,0.4547,1.0508,1.0444,1.0476,0.1939,1102
1,2,4,3,3,4,0.4458,0.9880,1.1393,1.0637,0.1666,1102
1,2,4,3,3,5,0.4624,1.1453,0.9424,1.0438,0.2086,1100
1,2,4,3,3,10,0.4279,1.2719,0.9007,1.0863,0.1786,1073
1,2,4,3,4,1,0.4639,1.0975,0.9723,1.0349,0.1859,1105
1,2,4,3,4,2,0.4529,1.2146,0.8280,1.0213,0.1928,1107
1,2,4,3,4,3,0.4535,0.9015,1.1360,1.0188,0.1884,1108
1,2,4,3,4,4,0.4596,1.2244,0.8478,1.0361,0.1661,1107
1,2,4,3,4,5,0.4458,1.1400,0.9592,1.0496,0.1666,1105
1,2,4,3,4,10,0.4422,1.1240,0.9821,1.0531,0.1609,1078
1,2,4,3,5,1,0.4506,0.8597,1.2299,1.0448,0.1604,1109
1,2,4,3,5,2,0.4657,0.8205,1.2046,1.0125,0.2014,1111
1,2,4,3,5,3,0.4535,0.8419,1.1758,1.0089,0.1650,1112
1,2,4,3,5,4,0.4582,1.0085,1.0699,1.0392,0.2060,1111
1,2,4,3,5,5,0.4554,0.8535,1.2047,1.0291,0.1772,1109
1,2,4,3,5,10,0.4331,0.9260,1.1571,1.0416,0.1603,1082
1,2,4,3,6,1,0.4631,0.9759,1.1018,1.0388,0.1735,1112
1,2,4,3,6,2,0.4513,1.1852,0.8453,1.0152,0.1983,1114
1,2,4,3,6,3,0.4605,1.1999,0.8048,1.0023,0.1690,1114
1,2,4,3,6,4,0.4532,1.2184,0.8728,1.0456,0.1712,1114
1,2,4,3,6,5,0.4540,0.8556,1.2473,1.0515,0.1824,1112
1,2,4,3,6,10,0.4327,1.1292,0.9398,1.0345,0.1510,1084
1,2,4,3,7,1,0.4736,0.9303,1.0517,0.9910,0.1910,1112
1,2,4,3,7,2,0.4587,0.9894,1.0561,1.0227,0.2137,1114
1,2,4,3,7,3,0.4717,1.0023,1.0612,1.0317,0.1851,1115
1,2,4,3,7,4,0.4585,1.2056,0.8793,1.0425,0.2070,1114
1,2,4,3,7,5,0.4619,1.1103,0.9252,1.0178,0.2009,1112
1,2,4,3,7,10,0.4278,0.9456,1.1727,1.0592,0.1707,1085
1,2,4,3,10,1,0.4475,1.1316,0.9629,1.0472,0.2032,1105
1,2,4,3,10,2,0.4595,1.1022,0.9480,1.0251,0.1791,1107
1,2,4,3,10,3,0.4620,0.9840,1.1091,1.0466,0.2081,1108
1,2,4,3,10,4,0.4571,1.1547,0.8973,1.0260,0.1890,1107
1,2,4,3,10,5,0.4529,0.9727,1.0502,1.0114,0.1892,1105
1,2,4,3,10,10,0.4431,1.2209,0.8717,1.0463,0.1602,1078
1,2,4,3,15,1,0.4118,1.2638,0.9480,1.1059,0.1421,1065
1,2,4,3,15,2,0.4229,1.1526,0.9715,1.0621,0.1633,1066
1,2,4,3,15,3,0.4239,1.0662,1.0907,1.0785,0.1540,1067
1,2,4,3,15,4,0.4347,1.1617,0.9269,1.0443,0.1628,1066
1,2,4,3,15,5,0.4251,0.9607,1.2058,1.0832,0.1819,1065
1,2,4,3,15,10,0.4000,1.0016,1.2323,1.1169,0.1454,1040
1,2,4,4,3,1,0.4454,1.0350,1.0873,1.0611,0.1678,1110
1,2,4,4,3,2,0.4664,0.8683,1.1881,1.0282,0.2175,1112
1,2,4,4,3,3,0.4558,0.9291,1.1059,1.0175,0.2034,1112
1,2,4,4,3,4,0.4644,1.0611,0.9630,1.0120,0.1812,1112
1,2,4,4,3,5,0.4594,1.1831,0.9104,1.0468,0.1684,1110
1,2,4,4,3,10,0.4296,1.1851,0.9302,1.0577,0.1465,1082
1,2,4,4,4,1,0.4776,0.8237,1.1408,0.9822,0.2175,1115
1,2,4,4,4,2,0.4588,1.1113,0.9056,1.0084,0.1665,1117
1,2,4,4,4,3,0.4743,0.9860,1.0625,1.0242,0.2081,1118
1,2,4,4,4,4,0.4479,1.2440,0.8443,1.0442,0.1801,1117
1,2,4,4,4,5,0.4626,0.9208,1.1606,1.0407,0.2006,1115
1,2,4,4,4,10,0.4414,1.1746,0.9088,1.0417,0.1732,1087
1,2,4,4,5,1,0.4719,0.8430,1.1393,0.9912,0.1767,1119
1,2,4,4,5,2,0.4578,1.1074,0.9004,1.0039,0.1830,1121
1,2,4,4,5,3,0.4561,1.2040,0.8632,1.0336,0.2113,1122
1,2,4,4,5,4,0.4656,1.1462,0.8455,0.9959,0.1988,1121
1,2,4,4,5,5,0.4581,1.0562,0.9754,1.0158,0.1814,1119
1,2,4,4,5,10,0.4487,0.9506,1.1102,1.0304,0.1974,1091
1,2,4,4,6,1,0.4515,1.2199,0.8640,1.0420,0.1863,1122
1,2,4,4,6,2,0.4795,1.1566,0.8521,1.0043,0.2068,1124
1,2,4,4,6,3,0.4674,0.8747,1.1815,1.0281,0.1756,1125
1,2,4,4,6,4,0.4808,1.0685,0.9194,0.9940,0.2228,1124
1,2,4,4,6,5,0.4533,0.9252,1.1861,1.0557,0.1762,1122
1,2,4,4,6,10,0.4392,0.9475,1.1390,1.0432,0.1767,1093
1,2,4,4,7,1,0.4602,0.8732,1.1544,1.0138,0.2087,1123
1,2,4,4,7,2,0.4784,0.8801,1.1439,1.0120,0.1858,1125
1,2,4,4,7,3,0.4776,0.9301,1.0696,0.9999,0.2220,1125
1,2,4,4,7,4,0.4666,1.0591,0.9370,0.9980,0.1972,1125
1,2,4,4,7,5,0.4787,0.8382,1.2048,1.0215,0.1992,1123
1,2,4,4,7,10,0.4363,0.8679,1.2361,1.0520,0.1832,1094
1,2,4,4,10,1,0.4678,0.9271,1.1164,1.0218,0.1982,1115
1,2,4,4,10,2,0.4577,1.0942,0.9202,1.0072,0.1799,1117
1,2,4,4,10,3,0.4691,1.0939,0.9846,1.0393,0.1992,1118
1,2,4,4,10,4,0.4511,1.1191,0.9899,1.0545,0.1903,1117
1,2,4,4,10,5,0.4690,1.1919,0.8784,1.0352,0.2089,1115
1,2,4,4,10,10,0.4320,1.0856,1.0042,1.0449,0.1820,1087
1,2,4,4,15,1,0.4384,0.8380,1.2221,1.0300,0.1722,1073
1,2,4,4,15,2,0.4185,0.8959,1.2797,1.0878,0.1536,1075
1,2,4,4,15,3,0.4393,1.0839,1.0602,1.0721,0.1669,1076
1,2,4,4,15,4,0.4285,0.8896,1.2331,1.0614,0.1844,1075
1,2,4,4,15,5,0.4257,0.9969,1.0986,1.0477,0.1431,1073
1,2,4,4,15,10,0.4182,0.9976,1.1166,1.0571,0.1777,1049
1,2,5,1,3,1,0.4247,1.1467,0.9938,1.0703,0.1821,1089
1,2,5,1,3,2,0.4444,0.8905,1.2171,1.0538,0.1911,1091
1,2,5,1,3,3,0.4378,1.2639,0.8871,1.0755,0.1816,1092
1,2,5,1,3,4,0.4545,1.1540,0.9564,1.0552,0.1738,1091
1,2,5,1,3,5,0.4358,1.1472,0.9155,1.0313,0.1970,1089
1,2,5,1,3,10,0.4361,1.0682,1.0452,1.0567,0.1525,1063
1,2,5,1,4,1,0.4450,1.1857,0.9231,1.0544,0.1654,1095
1,2,5,1,4,2,0.4556,0.8296,1.2143,1.0220,0.2087,1096
1,2,5,1,4,3,0.4420,1.1894,0.8859,1.0376,0.1768,1097
1,2,5,1,4,4,0.4359,1.0052,1.1074,1.0563,0.1625,1096
1,2,5,1,4,5,0.4479,1.0222,1.1010,1.0616,0.1593,1095
1,2,5,1,4,10,0.4220,0.9753,1.1726,1.0740,0.1819,1068
1,2,5,1,5,1,0.4536,1.1009,0.9626,1.0317,0.1852,1098
1,2,5,1,5,2,0.4448,1.2192,0.8902,1.0547,0.1938,1100
1,2,5,1,5,3,0.4652,0.8537,1.1770,1.0153,0.1928,1101
1,2,5,1,5,4,0.4493,0.9236,1.1908,1.0572,0.1989,1100
1,2,5,1,5,5,0.4501,1.2159,0.8846,1.0503,0.1639,1098
1,2,5,1,5,10,0.4300,1.0248,1.0862,1.0555,0.1490,1072
1,2,5,1,6,1,0.4499,1.2369,0.8592,1.0480,0.2057,1101
1,2,5,1,6,2,0.4522,1.2017,0.8682,1.0350,0.1972,1103
1,2,5,1,6,3,0.4540,1.1031,0.9711,1.0371,0.1756,1103
1,2,5,1,6,4,0.4489,1.0093,1.0976,1.0534,0.2039,1103
1,2,5,1,6,5,0.4367,1.1496,0.9135,1.0316,0.1667,1101
1,2,5,1,6,10,0.4380,0.9381,1.1928,1.0655,0.1654,1074
1,2,5,1,7,1,0.4533,1.1377,0.9370,1.0373,0.1606,1101
1,2,5,1,7,2,0.4638,1.0995,0.9191,1.0093,0.1965,1103
1,2,5,1,7,3,0.4380,0.9491,1.1176,1.0334,0.1514,1104
1,2,5,1,7,4,0.4496,0.9807,1.1017,1.0412,0.1694,1103
1,2,5,1,7,5,0.4339,1.1104,0.9899,1.0501,0.1695,1101
1,2,5,1,7,10,0.4451,1.0311,1.0525,1.0418,0.1667,1075
1,2,5,1,10,1,0.4323,0.9038,1.1779,1.0409,0.1736,1095
1,2,5,1,10,2,0.4437,0.9311,1.1291,1.0301,0.1549,1096
1,2,5,1,10,3,0.4435,1.1406,0.9968,1.0687,0.1632,1097
1,2,5,1,10,4,0.4467,1.0564,1.0695,1.0629,0.1966,1096
1,2,5,1,10,5,0.4413,1.2409,0.9052,1.0730,0.1782,1095
1,2,5,1,10,10,0.4229,1.1677,0.9665,1.0671,0.1575,1068
1,2,5,1,15,1,0.4270,1.2384,0.8821,1.0602,0.1902,1055
1,2,5,1,15,2,0.4121,1.0455,1.1085,1.0770,0.1537,1057
1,2,5,1,15,3,0.4150,1.2093,0.9850,1.0971,0.1824,1057
1,2,5,1,15,4,0.4077,1.2172,0.9089,1.0630,0.1677,1057
1,2,5,1,15,5,0.4201,0.9809,1.1583,1.0696,0.1780,1055
1,2,5,1,15,10,0.3905,0.9127,1.2629,1.0878,0.1262,1032
1,2,5,2,3,1,0.4519,0.9573,1.1630,1.0602,0.1604,1103
1,2,5,2,3,2,0.4521,1.0927,0.9825,1.0376,0.1753,1105
1,2,5,2,3,3,0.4637,0.8637,1.1622,1.0129,0.1685,1106
1,2,5,2,3,4,0.4492,1.0265,1.0375,1.0320,0.1623,1105
1,2,5,2,3,5,0.4559,0.9672,1.1097,1.0384,0.2051,1103
1,2,5,2,3,10,0.4305,1.2260,0.9436,1.0848,0.1738,1076
1,2,5,2,4,1,0.4414,0.9009,1.1798,1.0404,0.1743,1109
1,2,5,2,4,2,0.4606,0.9856,1.0964,1.0410,0.1765,1111
1,2,5,2,4,3,0.4512,0.8789,1.1985,1.0387,0.1601,1111
1,2,5,2,4,4,0.4751,0.9858,1.0119,0.9989,0.1840,1111
