u,e,k,min,threshold,value,Topic Recall,Class Entropy,Cluster Entropy,Total Entropy,Mean_Newsworthiness,NumberOfEvents
3,5,10,8,15,10,0.6000,0.7690,0.9093,0.8462,0.6333,245
3,10,10,4,5,5,0.6000,0.7228,0.8951,0.8176,0.6168,80
3,10,10,4,5,10,0.6000,0.7321,0.9226,0.8369,0.6276,87
3,10,10,4,10,5,0.6000,0.7329,0.8773,0.8123,0.6064,137
3,10,10,4,10,10,0.6000,0.7899,0.9250,0.8642,0.6430,192
3,10,10,4,15,5,0.6000,0.7863,1.0010,0.9044,0.6373,232
3,10,10,4,15,10,0.6000,0.9200,0.9812,0.9537,0.5988,314
3,10,10,6,5,5,0.6214,0.6782,0.8357,0.7648,0.6316,80
3,10,10,6,5,10,0.6000,0.7198,0.8522,0.7926,0.6108,80
3,10,10,6,10,5,0.6017,0.7081,0.8542,0.7885,0.6331,128
3,10,10,6,10,10,0.6000,0.7697,0.8861,0.8337,0.6387,195
3,10,10,6,15,5,0.6000,0.7614,0.9265,0.8522,0.6293,239
3,10,10,6,15,10,0.6000,0.8845,0.9647,0.9286,0.6157,328
3,10,15,4,5,5,0.6000,0.8050,0.8322,0.8200,0.6147,80
3,10,15,4,5,10,0.6000,0.8258,0.8741,0.8524,0.5954,80
3,10,15,4,10,5,0.6000,0.8309,0.8229,0.8265,0.6465,124
3,10,15,4,10,10,0.6000,0.9190,0.8160,0.8623,0.6118,192
3,10,15,4,15,5,0.6000,0.9248,0.8884,0.9047,0.6161,213
3,10,15,4,15,10,0.6000,1.0445,0.8862,0.9575,0.6038,304
3,10,15,6,5,5,0.6000,0.7886,0.8117,0.8013,0.5941,80
3,10,15,6,5,10,0.6000,0.8300,0.8278,0.8288,0.6167,83
3,10,15,6,10,5,0.6000,0.8423,0.7490,0.7910,0.5982,119
3,10,15,6,10,10,0.6000,0.9057,0.7848,0.8392,0.6289,185
3,10,15,6,15,5,0.6000,0.8788,0.8121,0.8421,0.6135,225
3,10,15,6,15,10,0.6000,1.0288,0.8799,0.9469,0.6050,311
3,10,20,4,5,5,0.6000,1.0516,1.0808,1.0677,0.5700,80
3,10,20,4,5,10,0.6000,1.0392,1.1099,1.0781,0.5630,81
3,10,20,4,10,5,0.6000,1.0493,1.0465,1.0478,0.5575,122
3,10,20,4,10,10,0.6000,1.1218,1.0425,1.0782,0.5795,166
3,10,20,4,15,5,0.6000,1.0991,1.0302,1.0612,0.5681,195
3,10,20,4,15,10,0.6000,1.2395,1.0104,1.1135,0.5354,286
3,10,20,6,5,5,0.6000,1.0111,1.0550,1.0353,0.5441,80
3,10,20,6,5,10,0.6000,1.0021,1.0837,1.0470,0.5621,80
3,10,20,6,10,5,0.6000,1.0277,1.0423,1.0357,0.5446,134
3,10,20,6,10,10,0.6000,1.0769,1.0465,1.0602,0.5721,183
3,10,20,6,15,5,0.6000,1.0785,1.0029,1.0369,0.5586,192
3,10,20,6,15,10,0.6000,1.2032,0.9718,1.0759,0.5687,276
3,20,10,4,5,5,0.6000,1.0958,1.0420,1.0662,0.6289,80
3,20,10,4,5,10,0.6000,1.1033,1.0315,1.0638,0.6364,114
3,20,10,4,10,5,0.6000,1.1148,1.0300,1.0682,0.6413,179
3,20,10,4,10,10,0.6000,1.1788,1.0330,1.0986,0.5965,234
3,20,10,4,15,5,0.6000,1.1763,1.0706,1.1182,0.6271,287
3,20,10,4,15,10,0.6000,1.2924,1.0749,1.1728,0.6078,395
3,20,10,6,5,5,0.6000,1.0715,1.0188,1.0425,0.6097,85
3,20,10,6,5,10,0.6000,1.0839,1.0080,1.0421,0.6525,113
3,20,10,6,10,5,0.6000,1.1096,1.0032,1.0511,0.6161,160
3,20,10,6,10,10,0.6000,1.1771,1.0136,1.0872,0.6152,224
3,20,10,6,15,5,0.6000,1.1696,1.0716,1.1157,0.6215,286
3,20,10,6,15,10,0.6000,1.2911,1.0662,1.1674,0.5821,397
3,20,15,4,5,5,0.6000,1.2450,1.0770,1.1526,0.5829,80
3,20,15,4,5,10,0.6000,1.2125,1.0960,1.1485,0.6148,103
3,20,15,4,10,5,0.6000,1.2487,1.0293,1.1280,0.5887,171
3,20,15,4,10,10,0.6000,1.3293,1.0575,1.1798,0.6191,229
3,20,15,4,15,5,0.6000,1.3074,1.0758,1.1800,0.6078,285
3,20,15,4,15,10,0.6000,1.4606,1.1125,1.2691,0.5595,380
3,20,15,6,5,5,0.6000,1.2003,0.9978,1.0889,0.5944,80
3,20,15,6,5,10,0.6000,1.1799,1.0411,1.1036,0.5860,101
3,20,15,6,10,5,0.6000,1.2377,0.9736,1.0925,0.5865,175
3,20,15,6,10,10,0.6000,1.2939,1.0378,1.1530,0.5899,230
3,20,15,6,15,5,0.6000,1.2869,1.0526,1.1580,0.6248,280
3,20,15,6,15,10,0.6000,1.4219,1.0519,1.2184,0.5782,396
3,20,20,4,5,5,0.6000,1.4248,1.0898,1.2406,0.5806,80
3,20,20,4,5,10,0.6000,1.4294,1.1170,1.2576,0.5835,99
3,20,20,4,10,5,0.6000,1.4303,1.0527,1.2226,0.5883,138
3,20,20,4,10,10,0.6000,1.5394,1.0156,1.2513,0.5626,216
3,20,20,4,15,5,0.6000,1.5273,0.9882,1.2308,0.5761,246
3,20,20,4,15,10,0.6000,1.6962,0.8631,1.2380,0.6079,348
3,20,20,6,5,5,0.6000,1.4277,1.0333,1.2108,0.5767,80
3,20,20,6,5,10,0.6000,1.4030,1.0852,1.2282,0.5783,102
3,20,20,6,10,5,0.6000,1.4611,1.0047,1.2101,0.5798,144
3,20,20,6,10,10,0.6000,1.5045,0.9957,1.2247,0.5904,208
3,20,20,6,15,5,0.6000,1.5088,0.9512,1.2021,0.5824,260
3,20,20,6,15,10,0.6000,1.6784,0.8464,1.2208,0.5746,351
4,2,10,8,6,3,0.6000,0.5583,0.6338,0.5987,0.6876,80
4,3,10,8,6,3,0.6000,0.5543,0.6022,0.5799,0.7123,80
4,5,10,8,6,3,0.6000,0.5025,0.6067,0.5583,0.7234,80
4,10,10,8,6,3,0.7364,0.6311,0.6799,0.6572,0.7349,80
4,20,10,8,6,3,0.6000,1.0412,0.9034,0.9675,0.6717,80
5,2,10,4,5,5,0.6000,0.6136,0.7015,0.6593,0.6851,80
5,2,10,4,5,10,0.6000,0.6423,0.7704,0.7089,0.6572,80
5,2,10,4,10,5,0.6000,0.6163,0.7015,0.6606,0.6625,80
5,2,10,4,10,10,0.6000,0.6923,0.7559,0.7254,0.6551,100
5,2,10,4,15,5,0.6000,0.7089,0.8089,0.7609,0.6329,117
5,2,10,4,15,10,0.6000,0.8162,0.8420,0.8296,0.6423,153
5,2,10,8,5,5,0.6000,0.5416,0.6406,0.5931,0.7154,80
5,2,10,8,5,10,0.6000,0.6153,0.7009,0.6598,0.6539,80
5,2,10,8,10,5,0.6000,0.5686,0.6281,0.5995,0.6698,80
5,2,10,8,10,10,0.6000,0.6398,0.6842,0.6628,0.6567,87
5,2,10,8,15,5,0.6000,0.6757,0.7876,0.7339,0.6626,124
5,2,10,8,15,10,0.6000,0.7950,0.7797,0.7871,0.6494,166
5,3,10,4,5,5,0.6000,0.5769,0.6794,0.6302,0.7152,80
5,3,10,4,5,10,0.6000,0.6088,0.7485,0.6814,0.6473,80
5,3,10,4,10,5,0.6000,0.5835,0.7196,0.6543,0.6737,101
5,3,10,4,10,10,0.6000,0.6462,0.7423,0.6962,0.6615,134
5,3,10,4,15,5,0.6000,0.6761,0.8285,0.7553,0.6822,155
5,3,10,4,15,10,0.6000,0.7930,0.8298,0.8122,0.6105,211
5,3,10,8,5,5,0.6000,0.5307,0.6325,0.5836,0.6569,80
5,3,10,8,5,10,0.6000,0.5893,0.6915,0.6425,0.6871,80
5,3,10,8,10,5,0.6000,0.5685,0.6236,0.5971,0.6801,97
5,3,10,8,10,10,0.6000,0.6475,0.6989,0.6742,0.6671,121
5,3,10,8,15,5,0.6000,0.6725,0.7402,0.7077,0.6524,139
5,3,10,8,15,10,0.6000,0.7656,0.7816,0.7739,0.6655,217
5,5,10,4,5,5,0.6000,0.5365,0.6952,0.6190,0.6322,80
5,5,10,4,5,10,0.6000,0.5642,0.7467,0.6591,0.6590,80
5,5,10,4,10,5,0.6000,0.5732,0.6819,0.6297,0.7042,126
5,5,10,4,10,10,0.6000,0.6352,0.7573,0.6987,0.6677,137
5,5,10,4,15,5,0.6000,0.6521,0.8299,0.7446,0.6244,201
5,5,10,4,15,10,0.6000,0.7491,0.8589,0.8062,0.6179,254
5,5,10,8,5,5,0.6066,0.4860,0.5934,0.5418,0.7097,80
5,5,10,8,5,10,0.6000,0.5221,0.6804,0.6044,0.6697,80
5,5,10,8,10,5,0.6000,0.5247,0.5996,0.5637,0.6599,128
5,5,10,8,10,10,0.6000,0.5932,0.6999,0.6487,0.6797,171
5,5,10,8,15,5,0.6000,0.6053,0.7380,0.6743,0.6569,181
5,5,10,8,15,10,0.6000,0.7323,0.8035,0.7693,0.6202,267
5,10,10,4,5,5,0.6540,0.6387,0.7316,0.6870,0.6703,80
5,10,10,4,5,10,0.6000,0.6569,0.7634,0.7123,0.5982,84
5,10,10,4,10,5,0.6262,0.6836,0.7750,0.7311,0.6476,160
5,10,10,4,10,10,0.6000,0.7527,0.8003,0.7775,0.6407,220
5,10,10,4,15,5,0.6000,0.7274,0.8582,0.7954,0.6402,262
5,10,10,4,15,10,0.6000,0.8374,0.8697,0.8542,0.6102,365
5,10,10,6,5,5,0.7320,0.6267,0.6933,0.6614,0.6935,80
5,10,10,6,5,10,0.6000,0.6749,0.7402,0.7089,0.6212,99
5,10,10,6,10,5,0.6976,0.6608,0.6993,0.6808,0.6981,142
5,10,10,6,10,10,0.6000,0.7091,0.7419,0.7262,0.6610,209
5,10,10,6,15,5,0.6000,0.7259,0.7982,0.7635,0.5947,254
5,10,10,6,15,10,0.6000,0.8411,0.8504,0.8460,0.6044,361
5,10,15,4,5,5,0.6000,0.7779,0.8368,0.8085,0.6196,80
5,10,15,4,5,10,0.6000,0.8114,0.8524,0.8327,0.6213,99
5,10,15,4,10,5,0.6000,0.7918,0.7936,0.7928,0.6228,148
5,10,15,4,10,10,0.6000,0.8366,0.8190,0.8274,0.6006,202
5,10,15,4,15,5,0.6000,0.8647,0.8259,0.8445,0.5763,221
5,10,15,4,15,10,0.6000,0.9992,0.8825,0.9385,0.5998,342
5,10,15,6,5,5,0.6000,0.7505,0.7719,0.7616,0.5920,80
5,10,15,6,5,10,0.6000,0.7808,0.8292,0.8060,0.5796,97
5,10,15,6,10,5,0.6000,0.7631,0.7505,0.7566,0.6194,143
5,10,15,6,10,10,0.6000,0.8521,0.7839,0.8166,0.6048,196
5,10,15,6,15,5,0.6000,0.8659,0.8025,0.8329,0.6134,243
5,10,15,6,15,10,0.6000,0.9773,0.8301,0.9008,0.6276,347
5,10,20,4,5,5,0.6000,0.9933,0.9917,0.9925,0.5570,80
5,10,20,4,5,10,0.6000,0.9704,1.0007,0.9861,0.5541,80
5,10,20,4,10,5,0.6000,0.9934,0.9634,0.9778,0.5593,129
5,10,20,4,10,10,0.6000,1.0809,0.9815,1.0292,0.5567,196
5,10,20,4,15,5,0.6000,1.0550,0.9562,1.0036,0.5476,229
5,10,20,4,15,10,0.6000,1.1671,0.9803,1.0700,0.5755,325
5,10,20,6,5,5,0.6000,0.9524,0.9791,0.9663,0.5856,80
5,10,20,6,5,10,0.6000,0.9831,0.9934,0.9885,0.5792,80
5,10,20,6,10,5,0.6000,0.9894,0.9141,0.9502,0.5529,120
5,10,20,6,10,10,0.6000,1.0644,0.9627,1.0115,0.5822,196
5,10,20,6,15,5,0.6000,1.0397,0.9142,0.9744,0.5708,221
5,10,20,6,15,10,0.6000,1.1546,0.9428,1.0445,0.5409,323
5,20,10,4,5,5,0.6000,1.0199,0.9705,0.9942,0.6178,80
5,20,10,4,5,10,0.6000,1.0394,0.9882,1.0128,0.6260,105
5,20,10,4,10,5,0.6000,1.0383,0.9485,0.9916,0.6363,202
5,20,10,4,10,10,0.6000,1.1096,0.9592,1.0314,0.5897,271
5,20,10,4,15,5,0.6000,1.1058,1.0364,1.0697,0.6228,300
5,20,10,4,15,10,0.6000,1.2506,1.0397,1.1409,0.6222,432
5,20,10,6,5,5,0.6000,1.0310,0.9406,0.9840,0.6382,80
5,20,10,6,5,10,0.6000,1.0345,0.9241,0.9771,0.6598,123
5,20,10,6,10,5,0.6000,1.0401,0.9287,0.9822,0.6406,194
5,20,10,6,10,10,0.6000,1.1270,0.9519,1.0360,0.5921,266
5,20,10,6,15,5,0.6000,1.0948,1.0016,1.0463,0.6128,330
5,20,10,6,15,10,0.6000,1.2215,1.0053,1.1091,0.6259,453
5,20,15,4,5,5,0.6000,1.1808,1.0393,1.1072,0.6013,86
5,20,15,4,5,10,0.6000,1.1608,1.0237,1.0895,0.5850,116
5,20,15,4,10,5,0.6000,1.1738,0.9910,1.0787,0.6043,185
5,20,15,4,10,10,0.6000,1.2755,0.9987,1.1315,0.5618,263
5,20,15,4,15,5,0.6000,1.2470,1.0441,1.1415,0.5991,313
5,20,15,4,15,10,0.6000,1.3993,1.0608,1.2233,0.5895,432
5,20,15,6,5,5,0.6000,1.1400,0.9727,1.0530,0.6144,84
5,20,15,6,5,10,0.6000,1.1740,1.0122,1.0899,0.5832,114
5,20,15,6,10,5,0.6000,1.1940,0.9467,1.0654,0.6086,184
5,20,15,6,10,10,0.6000,1.2634,0.9614,1.1064,0.5816,245
5,20,15,6,15,5,0.6000,1.2232,0.9681,1.0906,0.5903,302
5,20,15,6,15,10,0.6000,1.3611,1.0003,1.1734,0.5952,406
5,20,20,4,5,5,0.6000,1.3873,1.1194,1.2480,0.5509,80
5,20,20,4,5,10,0.6000,1.3802,1.1483,1.2596,0.5681,114
5,20,20,4,10,5,0.6000,1.3951,1.1057,1.2446,0.5596,168
5,20,20,4,10,10,0.6000,1.4528,1.1104,1.2747,0.5921,252
5,20,20,4,15,5,0.6000,1.4375,1.0800,1.2516,0.5812,278
5,20,20,4,15,10,0.6000,1.6200,1.0475,1.3223,0.5319,393
5,20,20,6,5,5,0.6000,1.3719,1.0814,1.2208,0.5811,80
5,20,20,6,5,10,0.6000,1.3701,1.1210,1.2406,0.5537,111
5,20,20,6,10,5,0.6000,1.4050,1.0337,1.2119,0.5545,179
5,20,20,6,10,10,0.6000,1.4362,1.0886,1.2555,0.5694,243
5,20,20,6,15,5,0.6000,1.4441,1.0361,1.2319,0.5622,283
5,20,20,6,15,10,0.6000,1.6146,1.0522,1.3222,0.5511,407
6,2,10,8,3,1,0.6000,0.5949,0.8049,1.2617,0.5224,80
6,2,10,8,3,2,0.6000,0.5805,0.7964,1.2412,0.5652,80
6,2,10,8,3,3,0.6000,0.5801,0.7993,1.2434,0.5453,80
6,2,10,8,3,4,0.6000,0.5904,0.7909,1.2450,0.5578,80
6,2,10,8,4,1,0.6000,0.5872,0.7855,1.2372,0.5485,80
6,2,10,8,4,2,0.6000,0.5700,0.7783,1.2153,0.5268,80
6,2,10,8,4,3,0.6000,0.5712,0.7939,1.2306,0.5517,80
6,2,10,8,4,4,0.6000,0.5520,0.7538,1.1770,0.5335,80
6,2,10,8,5,1,0.6000,0.5860,0.7619,1.2146,0.5698,80
6,2,10,8,5,2,0.6000,0.5680,0.7502,1.1880,0.5278,80
6,2,10,8,5,3,0.6000,0.5419,0.7400,1.1554,0.5613,80
6,2,10,8,5,4,0.6000,0.5516,0.7650,1.1869,0.5794,80
6,2,10,8,6,1,0.6000,0.5577,0.7629,1.1903,0.6045,80
6,2,10,8,6,2,0.6000,0.5495,0.7449,1.1668,0.5891,80
6,2,10,8,6,3,0.6000,0.5503,0.7249,1.1493,0.5934,80
6,2,10,8,6,4,0.6000,0.5137,0.7198,1.1120,0.5691,80
6,2,10,8,7,1,0.6000,0.5630,0.7690,1.2007,0.5557,80
6,2,10,8,7,2,0.6000,0.5435,0.7519,1.1677,0.5558,80
6,2,10,8,7,3,0.6000,0.5224,0.7116,1.1123,0.5755,80
6,2,10,8,7,4,0.6000,0.5134,0.7411,1.1311,0.6091,80
6,3,10,8,3,1,0.6000,0.5819,0.7727,1.2209,0.5915,80
6,3,10,8,3,2,0.6000,0.5589,0.7939,1.2197,0.5451,80
6,3,10,8,3,3,0.6000,0.5525,0.7834,1.2044,0.5868,80
6,3,10,8,3,4,0.6000,0.5307,0.8072,1.2066,0.5771,80
6,3,10,8,4,1,0.6000,0.5460,0.7635,1.1805,0.5419,80
6,3,10,8,4,2,0.6000,0.5665,0.7642,1.1993,0.5355,80
6,3,10,8,4,3,0.6000,0.5543,0.7702,1.1940,0.5562,80
6,3,10,8,4,4,0.6000,0.5513,0.7599,1.1819,0.5261,80
6,3,10,8,5,1,0.6000,0.5405,0.7413,1.1554,0.5899,80
6,3,10,8,5,2,0.6000,0.5245,0.7262,1.1275,0.5630,80
6,3,10,8,5,3,0.6000,0.5134,0.7157,1.1080,0.5829,80
6,3,10,8,5,4,0.6000,0.5292,0.7493,1.1526,0.5608,80
6,3,10,8,6,1,0.6000,0.5085,0.7292,1.1159,0.5662,80
6,3,10,8,6,2,0.6000,0.5131,0.7236,1.1149,0.5359,80
6,3,10,8,6,3,0.6000,0.4884,0.7278,1.0968,0.5792,80
6,3,10,8,6,4,0.6000,0.5235,0.6930,1.0964,0.5803,80
6,3,10,8,7,1,0.6000,0.5258,0.7481,1.1485,0.5669,80
6,3,10,8,7,2,0.6000,0.5028,0.7155,1.0984,0.5959,80
6,3,10,8,7,3,0.6000,0.4943,0.6911,1.0687,0.6168,80
6,3,10,8,7,4,0.6000,0.5037,0.7151,1.0988,0.5687,80
6,5,3,1,6,3,0.6000,0.7985,0.8771,1.5088,0.4627,80
6,5,3,2,6,3,0.6000,0.7531,0.8504,1.4440,0.5030,80
6,5,3,3,6,3,0.6000,0.7592,0.8146,1.4169,0.5167,80
6,5,4,1,6,3,0.6000,0.7450,0.8713,1.4558,0.4974,80
6,5,4,2,6,3,0.6000,0.7172,0.8416,1.4040,0.5210,80
6,5,4,3,6,3,0.6000,0.7104,0.8237,1.3818,0.5306,80
6,5,4,4,6,3,0.6000,0.6971,0.7986,1.3471,0.5519,80
6,5,5,1,6,3,0.6000,0.7027,0.9426,1.4829,0.4960,80
6,5,5,2,6,3,0.6000,0.6816,0.9021,1.4274,0.4979,80
6,5,5,3,6,3,0.6000,0.6696,0.8681,1.3857,0.4701,80
6,5,5,4,6,3,0.6000,0.6349,0.8686,1.3553,0.4979,80
6,5,5,5,6,3,0.6000,0.6471,0.8300,1.3311,0.5154,80
6,5,6,1,6,3,0.6000,0.6889,0.8086,1.3488,0.5129,80
6,5,6,2,6,3,0.6000,0.6794,0.7980,1.3307,0.4895,80
